Epoch 0    Validation MSELoss: 8.923932e-03    Training MSELoss: 8.717412e-03
Epoch 1    Validation MSELoss: 7.749888e-03    Training MSELoss: 8.193675e-03
Epoch 2    Validation MSELoss: 2.030180e-02    Training MSELoss: 9.441299e-03
Epoch 3    Validation MSELoss: 2.998626e-02    Training MSELoss: 9.340865e-03
Epoch 4    Validation MSELoss: 2.126587e-02    Training MSELoss: 1.542066e-02
Epoch 5    Validation MSELoss: 1.334027e-02    Training MSELoss: 9.482133e-03
Epoch 6    Validation MSELoss: 8.518665e-02    Training MSELoss: 8.914895e-03
Epoch 7    Validation MSELoss: 1.292505e-02    Training MSELoss: 9.347422e-03
Epoch 8    Validation MSELoss: 1.935453e-01    Training MSELoss: 2.053353e-01
Epoch 9    Validation MSELoss: 4.314235e-02    Training MSELoss: 6.655599e-03
Epoch 10    Validation MSELoss: 6.931462e-02    Training MSELoss: 6.008919e-03
Epoch 11    Validation MSELoss: 2.313172e-02    Training MSELoss: 5.006141e-03
Epoch 12    Validation MSELoss: 8.442829e-03    Training MSELoss: 3.919073e-03
Epoch 13    Validation MSELoss: 1.755891e-02    Training MSELoss: 3.937886e-03
Epoch 14    Validation MSELoss: 6.498564e-03    Training MSELoss: 3.179705e-03
Epoch 15    Validation MSELoss: 4.001725e-03    Training MSELoss: 3.059620e-03
Epoch 16    Validation MSELoss: 3.231511e-03    Training MSELoss: 4.890422e-03
Epoch 17    Validation MSELoss: 1.276732e-03    Training MSELoss: 9.031662e-02
Epoch 18    Validation MSELoss: 2.169341e-04    Training MSELoss: 1.963099e-03
Epoch 19    Validation MSELoss: 3.640309e-04    Training MSELoss: 3.339082e-02
